department,study_mode,hosteller,attendance,assignment_score,midterm_score,final_score,study_hours,backlogs,placement_selected
CE,Offline,No,70,92,53,42,4.4,3,0
EE,Offline,Yes,95,43,50,52,4.4,3,0
ECE,Offline,Yes,51,55,76,36,1.3,3,0
CSE,Online,No,60,65,85,61,3.5,0,1
ECE,Online,No,95,84,79,79,6.3,2,1
CSE,Offline,No,95,40,73,52,4.6,5,0
EE,Offline,Yes,63,77,61,73,2.8,2,0
ECE,Online,No,67,93,28,80,4.1,2,0
CE,Online,No,86,40,40,90,7.8,0,1
ECE,Online,No,83,39,40,73,2.2,0,0
EE,Hybrid,No,91,74,83,98,3,1,1
CE,Online,No,57,55,60,70,6.4,4,0
EE,Hybrid,No,69,70,78,73,6,4,0
ME,Offline,No,91,36,95,87,4.7,5,0
CE,Offline,Yes,90,55,59,51,8.1,3,0
CSE,Hybrid,No,62,72,55,72,4.9,4,0
CSE,Online,No,54,63,27,50,5.1,0,0
CSE,Online,No,83,65,54,39,5.1,5,0
ECE,Online,Yes,51,79,73,42,4.5,0,1
CSE,Hybrid,No,76,42,98,62,3.6,1,1
CSE,Offline,Yes,92,78,49,76,3.1,3,0
ME,Hybrid,Yes,70,63,53,44,5.1,2,0
ECE,Online,Yes,75,88,96,70,3.3,0,1
CE,Online,Yes,54,39,39,92,4.1,3,0
ME,Online,No,90,89,83,51,4.6,1,1
CSE,Offline,No,73,93,28,64,4.4,0,1
ME,Hybrid,Yes,77,43,41,94,4.6,4,0
ECE,Offline,No,66,99,40,52,6.5,5,0
EE,Online,Yes,73,49,58,82,2.4,5,0
CE,Online,Yes,87,89,60,90,6.3,0,1
ME,Online,No,96,92,34,79,7.5,3,1
ECE,Hybrid,Yes,63,54,28,48,3.8,0,0
CSE,Online,No,78,48,33,89,6,1,1
CE,Online,No,93,69,39,59,5.7,2,0
ECE,Online,No,95,53,35,33,6.3,1,0
EE,Online,No,77,65,68,41,6.8,1,1
EE,Online,No,68,60,33,44,4.5,1,0
ME,Offline,Yes,94,79,82,51,8.2,1,1
CE,Offline,Yes,52,69,66,36,8.7,3,0
EE,Online,Yes,91,71,61,68,5.6,2,1
CSE,Online,No,55,59,46,51,4.8,5,0
ME,Online,Yes,79,66,58,41,7.6,4,0
ME,Hybrid,No,98,89,93,50,5.5,0,1
CSE,Online,No,53,45,97,55,3.8,3,0
ME,Online,No,73,48,62,95,4.5,2,1
ME,Online,No,73,84,79,45,5.5,3,0
CE,Hybrid,No,94,37,95,31,6.7,1,1
CE,Hybrid,No,66,92,95,32,5.5,4,0
EE,Offline,No,75,73,81,66,6.4,1,1
CE,Hybrid,No,63,61,25,88,4.7,5,0
ECE,Offline,Yes,88,68,84,32,6.2,3,0
EE,Hybrid,No,61,40,30,60,6.4,4,0
CE,Online,No,91,78,96,54,2.7,2,1
CE,Hybrid,No,61,95,34,83,2.5,3,0
EE,Online,No,79,58,59,51,6,3,0
CSE,Offline,No,80,95,92,42,4.5,4,0
CSE,Hybrid,Yes,52,98,99,95,5.4,2,1
ME,Offline,No,67,54,83,71,6.8,2,1
CSE,Online,Yes,68,36,29,52,4.8,0,0
ME,Hybrid,No,58,83,38,77,3.6,5,0
ME,Hybrid,No,92,44,97,73,4.9,3,1
EE,Hybrid,No,86,38,35,76,2.4,0,0
ME,Hybrid,No,90,41,62,55,2.1,2,0
CSE,Offline,No,73,89,60,36,3.9,2,0
CE,Offline,Yes,62,80,84,35,3.7,5,0
ME,Hybrid,Yes,98,49,55,56,3.9,3,0
ME,Hybrid,Yes,80,88,98,83,6,2,1
CSE,Hybrid,No,65,78,83,56,5,4,0
EE,Offline,Yes,72,38,66,84,1.9,1,0
ECE,Offline,Yes,61,79,39,33,3.7,4,0
CSE,Hybrid,Yes,68,54,52,59,7.2,1,0
CE,Online,Yes,57,77,87,88,7.6,3,1
CE,Online,Yes,89,68,49,81,5.2,1,1
ECE,Online,No,59,70,35,40,6.6,5,0
CSE,Offline,No,95,55,41,46,5.4,2,0
CSE,Online,No,58,59,58,33,8.2,1,0
EE,Online,Yes,87,49,25,37,4.1,5,0
ME,Offline,No,79,37,41,70,4.9,0,0
CE,Online,Yes,60,83,83,31,4.3,5,0
EE,Hybrid,No,79,77,81,76,7.1,0,1
CSE,Hybrid,Yes,99,53,72,74,7.4,5,0
CSE,Offline,Yes,75,51,62,37,7.2,5,0
EE,Offline,Yes,84,46,99,82,4,4,0
CSE,Hybrid,Yes,98,48,98,47,7.5,3,1
EE,Online,Yes,75,59,60,47,4.9,2,0
EE,Online,No,83,91,64,64,7.5,3,1
CSE,Offline,No,82,37,59,70,3.8,0,0
CE,Offline,No,90,35,92,70,3.6,0,1
ME,Offline,Yes,88,88,81,97,5.3,2,1
CE,Hybrid,Yes,75,65,30,73,3.9,0,1
EE,Hybrid,Yes,93,95,88,74,4.3,2,1
CE,Offline,No,74,67,54,88,4.5,2,1
CE,Online,Yes,61,43,64,58,4.4,1,0
CSE,Online,No,53,40,43,85,4.7,2,0
EE,Offline,No,68,65,74,83,3.7,2,1
EE,Online,Yes,85,99,87,50,3.1,1,1
CE,Hybrid,Yes,84,94,59,44,3.7,5,0
ECE,Hybrid,No,99,38,99,37,4.7,1,1
CE,Hybrid,No,59,91,83,37,5.4,3,0
CE,Online,No,88,53,83,93,7.6,3,1
CSE,Hybrid,No,55,81,90,96,4.5,0,1
ECE,Online,No,73,43,27,56,6,4,0
ME,Hybrid,No,99,59,59,64,3.5,0,1
ME,Hybrid,No,95,46,60,39,5.9,1,0
ME,Online,Yes,87,72,80,37,4.3,2,0
CE,Offline,Yes,97,63,32,46,3.3,3,0
CE,Offline,No,89,60,77,48,4.5,4,0
CSE,Online,Yes,86,58,73,54,3.3,1,0
CSE,Hybrid,Yes,61,50,61,85,4.9,5,0
ME,Hybrid,Yes,89,63,34,78,5.4,4,0
CSE,Offline,Yes,81,72,47,77,6.4,5,0
EE,Offline,No,56,79,96,82,5.4,3,1
CE,Hybrid,No,83,81,47,92,2.6,5,0
CSE,Hybrid,Yes,99,95,56,38,5.2,3,0
ECE,Online,No,62,84,72,42,6.7,1,1
ME,Offline,No,89,85,96,31,7.4,5,0
EE,Hybrid,No,76,48,30,95,5.6,3,0
CE,Online,Yes,83,69,64,63,6,0,1
ME,Hybrid,Yes,81,93,73,54,4.6,3,1
EE,Online,No,62,41,54,76,4.5,4,0
EE,Hybrid,No,75,91,55,46,5,3,0
ME,Offline,No,81,35,55,56,2.3,3,0
CSE,Online,Yes,62,94,98,85,3.8,2,1
ME,Hybrid,Yes,52,61,72,51,6.1,5,0
ECE,Online,No,93,39,64,33,3.6,5,0
CE,Hybrid,No,83,45,67,68,1.1,2,0
CE,Hybrid,No,91,71,96,85,5.3,0,1
CSE,Hybrid,Yes,50,93,58,38,5.2,3,0
ME,Hybrid,Yes,76,62,69,59,5.1,5,0
CE,Online,No,58,69,53,67,4.6,2,0
CSE,Online,Yes,69,60,43,41,3.2,0,0
CSE,Online,Yes,90,66,37,52,3.6,2,0
CSE,Online,No,52,72,75,41,5.8,1,0
ME,Hybrid,Yes,79,71,59,70,6.4,0,1
ECE,Offline,Yes,87,55,41,47,4.5,5,0
ECE,Offline,No,72,89,83,63,5.8,1,1
ECE,Offline,Yes,90,72,64,38,4.1,4,0
CSE,Offline,Yes,77,98,30,94,3.9,2,1
ECE,Offline,Yes,52,36,41,84,5.6,3,0
CSE,Hybrid,Yes,78,96,43,74,7,0,1
ECE,Hybrid,No,74,53,36,70,6.2,5,0
ME,Online,Yes,69,39,30,44,2.9,5,0
CE,Offline,No,70,89,62,91,2.9,2,1
ME,Hybrid,Yes,82,53,76,76,5.1,4,0
ME,Hybrid,Yes,54,86,45,96,5.2,0,1
CSE,Online,Yes,50,67,74,81,3.6,5,0
ME,Hybrid,No,51,86,64,54,7.1,3,0
CE,Online,Yes,51,87,40,51,6.3,4,0
ME,Online,Yes,98,54,93,53,2.6,1,1
CSE,Offline,Yes,88,56,65,61,4,4,0
EE,Online,Yes,53,71,56,53,6,5,0
EE,Hybrid,Yes,73,40,52,33,4.2,0,0
ECE,Online,No,73,93,91,33,4.6,4,0
ECE,Hybrid,Yes,86,96,47,40,3.4,4,0
EE,Hybrid,No,69,56,45,39,1.1,5,0
ME,Hybrid,No,63,35,41,38,5.3,0,0
EE,Hybrid,Yes,57,42,85,72,5.2,3,0
CE,Hybrid,No,53,73,53,95,3.9,2,0
ECE,Hybrid,No,99,54,91,74,5.7,2,1
CE,Hybrid,Yes,68,86,43,89,5.6,5,0
CE,Offline,No,94,94,61,84,6.5,3,1
ECE,Online,Yes,84,63,58,79,5,1,1
ME,Online,Yes,81,80,34,40,5.9,5,0
ME,Hybrid,Yes,61,48,47,76,5.4,4,0
CE,Offline,No,61,60,74,32,3.2,0,0
CSE,Hybrid,No,77,93,98,62,3.6,1,1
CE,Offline,Yes,97,63,47,50,5.2,2,0
EE,Online,Yes,57,73,28,58,7,5,0
CSE,Offline,No,85,73,67,53,4.7,4,0
CE,Hybrid,No,55,80,51,37,4.7,0,0
ME,Online,No,52,64,88,61,1.5,1,0
EE,Offline,No,99,97,96,69,3.9,4,1
CSE,Offline,Yes,82,53,81,48,3.8,1,0
ME,Online,Yes,98,57,36,67,6,4,0
ECE,Online,No,83,87,85,81,6.4,2,1
EE,Online,Yes,80,71,57,97,5.8,3,1
ME,Hybrid,Yes,76,90,36,65,3.1,0,1
CE,Hybrid,No,96,85,31,80,7.1,5,0
ME,Hybrid,Yes,88,62,61,93,3.5,4,0
ECE,Offline,Yes,92,89,57,53,6.8,4,0
CE,Offline,Yes,84,92,67,55,3.6,0,1
ME,Offline,Yes,54,98,27,60,4.8,2,0
CE,Offline,No,98,72,95,59,3.5,2,1
ME,Online,Yes,74,89,41,64,6.5,4,0
EE,Online,No,83,37,75,83,5.6,2,1
ME,Hybrid,Yes,79,67,40,73,3.5,0,1
CSE,Online,Yes,85,50,67,64,5.1,3,0
CSE,Hybrid,No,88,67,50,31,3.5,5,0
CE,Online,No,54,62,69,53,2.3,4,0
ECE,Offline,No,88,70,29,63,2.1,4,0
CSE,Online,Yes,61,55,29,78,3.6,1,0
ME,Offline,No,53,76,91,95,7.1,5,1
EE,Offline,Yes,66,76,31,32,6.4,5,0
CSE,Offline,No,85,39,83,42,3.7,1,0
EE,Online,Yes,85,61,99,84,4.4,2,1
CE,Offline,No,98,55,91,97,3.3,2,1
CSE,Hybrid,No,79,96,64,73,3.2,5,0
ME,Offline,No,61,67,32,71,5,0,1
ECE,Offline,No,66,68,44,43,5.6,0,0
ECE,Online,No,73,49,46,73,2.6,2,0
EE,Offline,No,98,78,52,52,7.5,4,0
ME,Online,No,56,54,94,38,4.1,2,0
CSE,Offline,Yes,59,50,72,47,2.9,4,0
ECE,Online,Yes,90,58,62,84,4.7,2,1
CE,Online,No,90,58,53,93,6.3,3,1
CE,Online,No,99,60,76,32,3.8,3,0
CE,Online,Yes,61,48,55,91,3.8,5,0
EE,Hybrid,No,88,99,93,84,3.7,4,1
ME,Offline,No,79,79,28,47,3.5,4,0
CSE,Online,No,78,85,83,36,4.6,3,0
ECE,Online,Yes,75,97,62,91,3.9,2,1
ME,Hybrid,No,90,74,53,42,5.3,5,0
CSE,Hybrid,No,79,36,25,55,5.3,5,0
ME,Online,No,75,43,94,64,7,2,1
EE,Hybrid,Yes,79,70,50,88,7.1,4,1
CE,Offline,Yes,52,60,95,46,6.1,0,1
CE,Offline,Yes,82,74,93,63,4.3,4,0
EE,Offline,No,70,84,54,64,4.4,0,1
CSE,Hybrid,Yes,73,66,52,53,5.2,3,0
ME,Online,Yes,78,86,96,43,4.7,1,1
ECE,Hybrid,No,81,48,42,60,3.1,0,0
EE,Online,No,69,50,63,39,3,5,0
CSE,Offline,No,64,71,83,88,4.9,3,1
ECE,Offline,Yes,64,45,81,33,4.2,5,0
ECE,Hybrid,No,88,48,67,82,4,3,0
ME,Offline,No,79,61,70,66,5.5,1,1
ME,Hybrid,Yes,67,90,66,69,5,5,0
CE,Online,Yes,69,87,61,75,4,3,0
EE,Hybrid,Yes,76,57,75,48,5.3,1,0
CE,Online,No,96,65,96,95,5.3,2,1
CSE,Online,No,95,67,96,48,5.7,2,1
CSE,Online,No,80,80,84,84,5.9,4,1
ME,Offline,Yes,93,59,74,87,4.2,2,1
ECE,Online,No,95,81,48,72,2,4,0
CSE,Offline,Yes,84,78,28,69,4.5,4,0
ECE,Offline,Yes,94,77,65,70,5.2,4,0
EE,Hybrid,No,63,55,51,31,6.1,4,0
CSE,Offline,No,77,62,77,85,3.3,0,1
CSE,Offline,No,98,37,62,74,6,0,1
ECE,Hybrid,Yes,86,95,66,64,5.2,4,1
ME,Offline,Yes,86,85,40,69,5.2,4,0
ME,Hybrid,Yes,74,50,92,74,5.8,5,0
EE,Hybrid,Yes,59,82,25,82,3.8,0,1
CE,Hybrid,Yes,83,62,26,85,7,0,1
CSE,Hybrid,No,93,85,25,88,7,5,0
CE,Offline,No,58,50,37,95,3.2,5,0
ECE,Online,Yes,90,86,85,67,4.4,3,1
ECE,Hybrid,Yes,94,84,25,97,3.5,3,1
EE,Offline,Yes,81,39,52,51,7.1,3,0
ME,Online,No,56,53,87,52,5,5,0
CE,Hybrid,Yes,62,48,95,32,4.8,5,0
ECE,Online,Yes,86,49,91,45,5.2,0,1
ME,Hybrid,Yes,94,80,79,94,5.2,1,1
ME,Hybrid,No,72,91,75,57,4.6,3,1
ECE,Online,No,65,81,33,61,6,5,0
ME,Online,No,94,65,83,37,5.7,3,0
ECE,Offline,No,83,78,58,36,3.7,5,0
CE,Online,Yes,50,89,34,67,5,2,0
CE,Online,No,93,61,89,75,4.2,3,1
CSE,Offline,No,67,87,54,79,5.5,1,1
ECE,Online,Yes,81,95,31,97,6.3,5,0
CE,Offline,Yes,57,99,51,73,3.1,5,0
ECE,Offline,No,95,91,97,39,5.6,0,1
CE,Online,Yes,59,72,80,94,5,2,1
EE,Online,Yes,61,37,32,87,5.8,2,0
CSE,Online,No,78,87,87,97,5.4,0,1
ECE,Offline,Yes,52,91,73,88,3.9,3,1
ME,Online,No,53,59,29,39,5.2,0,0
EE,Online,Yes,72,87,89,69,4.8,3,1
EE,Hybrid,Yes,85,35,66,61,4.2,5,0
CE,Online,No,77,89,59,96,6.9,3,1
ME,Hybrid,Yes,61,49,79,44,5,0,0
ECE,Offline,No,59,61,64,81,4.2,5,0
CE,Hybrid,No,93,59,87,72,5.6,3,1
EE,Offline,Yes,61,35,56,47,5.1,0,0
CE,Offline,Yes,69,67,57,36,1.7,0,0
CSE,Offline,Yes,90,83,87,77,5.3,5,1
ME,Hybrid,Yes,72,59,59,94,4.5,5,0
EE,Hybrid,Yes,94,78,61,71,5.3,4,0
EE,Online,Yes,75,82,64,72,4.8,0,1
CSE,Hybrid,No,97,65,59,83,5.1,4,0
EE,Online,No,75,56,30,74,3.2,2,0
CE,Hybrid,Yes,86,49,87,93,5.1,0,1
CSE,Hybrid,Yes,63,84,62,46,5.7,4,0
ECE,Online,Yes,86,43,50,82,3.7,3,0
CSE,Offline,Yes,76,44,89,87,2.5,1,1
CE,Hybrid,No,93,71,36,79,5.9,0,1
CSE,Offline,No,52,69,45,79,5.5,2,0
CSE,Hybrid,Yes,73,72,95,84,3.9,1,1
ME,Online,No,83,89,38,97,5.4,1,1
CSE,Hybrid,No,77,96,99,35,4.9,1,1
EE,Hybrid,No,74,60,54,40,9.4,1,1
CSE,Offline,Yes,61,68,51,85,4.4,5,0
ME,Offline,Yes,58,52,48,42,3.6,1,0
CSE,Offline,No,93,54,62,44,6.1,2,0
CE,Offline,Yes,73,84,42,39,4.3,4,0
CE,Hybrid,No,79,51,84,79,6.9,1,1
ME,Online,Yes,80,87,97,51,5.5,3,1
ECE,Online,Yes,62,99,37,92,4.9,3,1
CE,Offline,No,95,99,47,42,4.2,1,1
CSE,Offline,Yes,58,91,53,81,6.4,3,1
CSE,Offline,Yes,62,83,95,36,5.2,5,0
ECE,Offline,No,82,90,69,80,1.3,5,0
ME,Hybrid,Yes,84,70,84,55,6.2,0,1
ME,Offline,No,67,41,65,86,3.8,0,1
ECE,Offline,Yes,84,85,80,51,5.2,1,1
ME,Online,No,80,58,39,36,5.9,0,0
ME,Online,No,82,94,27,43,6.3,3,0
EE,Hybrid,No,54,87,76,35,4.3,1,0
EE,Offline,No,86,40,47,82,3.9,4,0
CSE,Online,No,93,56,93,49,6,3,1
ME,Offline,No,61,63,52,94,4,0,1
CE,Hybrid,Yes,65,99,88,49,5,1,1
ME,Offline,No,59,54,33,74,7.4,0,1
ECE,Offline,Yes,78,35,92,75,5.8,2,1
CSE,Offline,Yes,50,73,85,94,6.1,4,1
ME,Offline,Yes,73,42,77,34,4,5,0
CSE,Online,Yes,80,83,50,83,3.1,4,0
CSE,Online,No,67,92,97,30,4.3,5,0
ME,Online,Yes,89,56,98,91,5.9,5,1
CE,Offline,No,61,61,68,43,5.5,5,0
CE,Online,Yes,63,96,90,62,5.8,2,1
CE,Hybrid,No,53,69,63,61,6.2,5,0
CE,Offline,Yes,69,52,72,86,1.6,0,1
CE,Online,Yes,76,63,80,66,4.8,0,1
ECE,Hybrid,No,78,45,47,43,2,2,0
EE,Online,No,61,78,89,98,3.6,0,1
EE,Online,Yes,68,72,45,76,3.4,0,1
CE,Hybrid,Yes,81,78,31,36,3.9,1,0
EE,Online,No,59,90,78,98,4.6,4,1
EE,Offline,Yes,82,57,82,65,4,2,1
CSE,Online,No,68,42,77,48,6.9,2,0
CSE,Offline,No,61,37,58,31,4,1,0
CSE,Offline,Yes,75,70,36,79,6,5,0
CE,Hybrid,Yes,67,66,49,50,7.4,2,0
ECE,Online,Yes,55,96,87,57,3.5,2,1
ECE,Hybrid,Yes,62,95,44,46,4.4,1,0
EE,Offline,Yes,58,52,82,44,6,1,0
ME,Hybrid,No,53,99,44,97,4,4,0
CE,Offline,No,50,63,90,49,3.9,4,0
EE,Hybrid,No,81,52,28,71,5.4,5,0
ME,Offline,Yes,67,47,73,90,6.6,5,0
EE,Online,Yes,82,69,84,69,5.1,4,0
EE,Online,Yes,88,92,61,35,6.7,2,1
ME,Offline,Yes,80,53,28,37,5,2,0
ECE,Hybrid,No,51,38,97,30,7.8,5,0
ME,Offline,No,74,54,94,74,5.9,2,1
CE,Hybrid,Yes,69,70,90,76,4.6,5,0
ECE,Online,No,63,71,34,40,6.5,4,0
CE,Offline,No,76,67,27,77,5.3,4,0
CSE,Online,No,51,69,90,53,4.5,2,0
ME,Hybrid,Yes,73,88,40,56,3.2,4,0
CE,Offline,No,90,35,78,93,4.4,1,1
ECE,Offline,No,68,93,58,31,4.8,4,0
ECE,Online,Yes,51,92,34,83,3,1,0
CE,Hybrid,Yes,62,44,32,38,4.2,3,0
ME,Offline,Yes,68,55,50,49,4.2,4,0
CSE,Hybrid,Yes,89,46,82,52,5.2,4,0
EE,Hybrid,Yes,59,41,30,61,3.2,0,0
ME,Offline,Yes,73,44,69,74,4.3,1,0
ME,Hybrid,Yes,83,86,58,52,4.9,4,0
CE,Online,No,99,48,34,40,3.3,5,0
CSE,Hybrid,Yes,77,74,97,57,7.9,1,1
EE,Online,No,58,59,98,32,4.9,1,0
EE,Online,No,90,87,60,72,4.7,3,1
EE,Online,No,61,50,85,66,7.2,2,1
CE,Online,No,79,74,76,62,6,2,1
ECE,Online,Yes,67,35,29,42,5.2,4,0
CE,Hybrid,Yes,80,85,92,90,5.4,4,1
CE,Offline,Yes,64,79,73,76,4,1,1
ECE,Hybrid,Yes,95,44,41,73,6.1,4,0
ECE,Offline,No,59,99,82,42,6.1,1,1
EE,Offline,No,77,90,86,49,2,1,1
EE,Online,No,95,43,39,49,3.5,1,0
CSE,Online,Yes,92,77,88,57,3.5,5,0
ME,Offline,No,70,39,35,75,3.4,5,0
CE,Hybrid,Yes,74,97,65,31,7.6,2,1
CSE,Offline,Yes,70,70,94,46,5.5,0,1
ECE,Online,No,85,68,89,79,6.2,0,1
CE,Hybrid,No,84,68,65,62,5.1,5,0
CE,Online,Yes,67,44,43,58,3.7,5,0
ECE,Offline,No,73,65,85,49,7.7,3,1
CE,Online,Yes,50,91,65,78,6.1,1,1
CE,Online,Yes,94,82,66,80,4.3,1,1
CE,Online,Yes,51,68,90,76,3.2,4,0
CE,Hybrid,Yes,93,90,29,83,4,4,0
ME,Offline,No,75,99,55,97,7,2,1
ME,Offline,No,81,47,45,71,4.5,4,0
CE,Online,No,57,63,55,39,5.7,4,0
CE,Hybrid,Yes,69,70,73,40,5.1,5,0
ECE,Hybrid,Yes,51,44,88,81,3.8,2,0
CSE,Online,Yes,91,78,45,55,6.6,4,0
ME,Offline,Yes,52,42,66,69,5.5,1,0
CSE,Online,No,67,59,42,96,5.9,3,0
EE,Online,Yes,64,56,33,47,6.2,0,0
CSE,Hybrid,Yes,98,49,26,97,6.6,4,0
EE,Online,Yes,53,73,63,65,7.7,2,1
CE,Hybrid,Yes,50,71,37,49,3,5,0
EE,Hybrid,Yes,50,70,27,47,3.8,3,0
ME,Hybrid,No,86,48,71,90,5,5,0
CE,Offline,Yes,82,69,82,57,4.3,3,0
CSE,Offline,No,56,66,55,37,4,5,0
CE,Offline,No,99,77,34,40,4.9,2,0
CSE,Hybrid,No,79,51,60,52,6.3,1,0
ECE,Hybrid,No,92,35,58,96,6,0,1
ME,Online,No,96,37,71,30,3.4,1,0
ECE,Online,Yes,91,75,95,51,6.4,4,1
ECE,Hybrid,No,74,47,68,59,6.7,2,0
EE,Online,Yes,67,97,35,68,7.5,5,0
CE,Hybrid,Yes,85,49,69,39,3.6,3,0
ME,Online,Yes,63,60,76,32,5.3,0,0
CE,Offline,Yes,58,40,33,94,6.3,1,0
CSE,Online,No,53,41,41,44,5.8,4,0
ECE,Hybrid,No,80,56,81,95,5.1,4,1
ME,Hybrid,No,57,89,64,43,5.3,4,0
ECE,Online,Yes,53,85,86,45,4.1,3,0
CE,Hybrid,No,92,97,33,33,5.2,0,1
CSE,Hybrid,Yes,93,35,35,66,8.2,5,0
CE,Online,No,82,51,38,74,5.5,5,0
ECE,Hybrid,Yes,60,44,94,48,5.6,2,0
CSE,Offline,Yes,82,56,29,70,6.2,3,0
ME,Online,Yes,77,95,52,92,4,4,1
EE,Offline,Yes,51,47,61,78,5.6,0,1
ME,Offline,Yes,86,77,84,50,2.7,2,1
ME,Offline,Yes,51,45,63,63,4.9,5,0
EE,Offline,No,88,41,95,92,2.6,2,1
CE,Offline,No,70,51,51,77,4.2,3,0
ECE,Hybrid,Yes,69,78,77,57,4.6,5,0
EE,Offline,Yes,65,69,93,68,5.2,0,1
CE,Offline,No,72,35,91,61,3.9,3,0
ECE,Online,Yes,66,82,68,72,2.1,5,0
CE,Offline,No,52,58,36,62,3.5,0,0
CE,Hybrid,No,61,40,28,75,5.2,1,0
ME,Hybrid,Yes,85,57,79,86,1.5,3,0
ECE,Offline,Yes,72,92,92,71,6,2,1
ME,Online,No,90,79,55,45,5.4,5,0
CE,Offline,No,90,77,94,76,5.4,2,1
ECE,Online,Yes,71,92,49,97,4.6,4,1
EE,Online,No,72,57,45,38,3.7,1,0
CE,Offline,Yes,91,81,41,50,4.8,1,1
CE,Hybrid,Yes,76,50,85,85,7.5,1,1
ECE,Online,No,81,96,34,52,6.7,0,1
ME,Online,Yes,55,65,57,62,4.5,4,0
EE,Online,No,78,87,95,77,3.9,0,1
CSE,Online,No,67,73,85,69,5,3,1
CE,Online,No,50,54,33,67,5.8,0,0
CE,Online,No,92,44,86,46,3.3,1,0
ME,Hybrid,Yes,87,58,34,43,5.7,2,0
CE,Online,Yes,87,70,47,63,3,1,0
CSE,Online,No,66,52,80,57,5.1,2,0
ECE,Hybrid,Yes,75,89,79,43,3.7,2,1
CSE,Offline,Yes,87,62,44,36,6.1,0,0
ME,Online,No,51,39,32,80,8,3,0
CE,Hybrid,Yes,61,53,77,90,6.5,2,1
EE,Online,Yes,96,75,74,66,5.6,4,1
CSE,Online,Yes,84,36,55,52,5.7,0,0
EE,Offline,Yes,60,49,42,52,3.5,2,0
ME,Hybrid,No,66,67,54,37,5.6,4,0
ME,Online,No,75,65,58,86,5.7,2,1
ECE,Hybrid,Yes,65,72,76,81,7.1,4,1
EE,Hybrid,No,68,79,98,89,5.6,1,1
EE,Online,No,96,85,30,82,4.9,2,1
CSE,Offline,No,57,99,97,50,5.9,3,1
ME,Online,Yes,93,51,30,87,3.6,2,0
ME,Online,Yes,68,68,80,66,5.2,4,0
CSE,Online,Yes,76,85,45,56,4.2,5,0
CE,Offline,No,83,62,85,51,4.9,5,0
CSE,Hybrid,Yes,64,72,38,33,5.4,5,0
ECE,Online,No,62,66,26,56,4.1,2,0
CSE,Online,Yes,60,78,58,69,5.6,1,1
ECE,Offline,No,96,88,88,57,5.5,2,1
ME,Online,No,74,36,53,87,5,0,1
ECE,Online,Yes,80,99,65,98,3.5,3,1
ME,Hybrid,Yes,72,55,76,54,7,3,0
CSE,Hybrid,No,59,51,49,79,2.5,1,0
EE,Offline,No,53,41,78,58,5.7,0,0
EE,Online,Yes,68,92,31,37,3.8,5,0
ECE,Online,No,62,36,97,60,1.2,0,0
ME,Offline,No,64,53,43,75,4.2,2,0
ME,Hybrid,Yes,67,64,25,54,4.3,0,0
CE,Hybrid,Yes,55,42,58,40,4.3,2,0
ME,Offline,No,71,43,32,32,1.9,5,0
ECE,Online,Yes,57,75,70,51,5.3,1,1
ECE,Offline,Yes,90,97,26,44,5.1,0,1
ME,Offline,No,84,53,54,75,3.6,0,1
ME,Offline,Yes,53,74,66,60,5.3,3,0
ECE,Online,No,55,87,90,43,5.5,4,0
ECE,Offline,No,52,96,89,40,3.7,0,1
CE,Online,No,94,56,58,36,7,2,0
ECE,Hybrid,Yes,84,78,80,89,3.7,0,1
ECE,Offline,Yes,89,96,76,34,6.3,1,1
ME,Offline,Yes,97,37,47,88,3.3,0,1
EE,Hybrid,Yes,82,54,77,74,4,2,1
EE,Offline,No,95,95,73,52,1.7,1,1
CSE,Hybrid,No,68,53,67,69,3.3,0,1
CE,Offline,No,89,70,65,82,2.5,2,1
EE,Online,Yes,75,78,37,37,7.9,4,0
CE,Hybrid,No,81,45,94,86,3.2,5,0
EE,Offline,Yes,81,41,72,34,6.7,0,0
EE,Offline,Yes,57,96,91,76,5.6,1,1
ECE,Online,No,96,40,62,83,3.1,1,1
CE,Offline,No,73,42,97,48,5.8,1,1
CE,Offline,No,64,37,88,35,7.7,5,0
ME,Hybrid,No,86,75,27,74,4.6,2,0
ECE,Hybrid,No,79,78,99,62,3.3,0,1
ME,Offline,No,63,53,36,95,7,5,0
CSE,Online,Yes,64,96,63,81,4.7,0,1
EE,Online,Yes,56,59,55,35,2.3,3,0
ECE,Online,Yes,92,81,93,42,8.9,0,1
CSE,Offline,Yes,89,58,59,92,6.1,1,1
ME,Online,Yes,73,42,53,40,7.1,0,0
CSE,Offline,Yes,64,71,55,55,7.4,3,0
EE,Hybrid,No,76,47,47,71,4.7,1,0
CE,Online,No,64,99,70,56,6.3,2,1
CE,Online,No,57,76,62,77,5.7,4,0
CSE,Online,No,60,63,86,34,4,0,0
ME,Hybrid,Yes,75,60,94,71,5.7,3,1
EE,Offline,No,90,68,27,51,8.1,2,0
ECE,Online,Yes,51,95,89,51,2.8,0,1
ECE,Online,No,56,78,70,69,6.4,5,0
EE,Offline,Yes,53,92,72,75,5.2,0,1
EE,Hybrid,No,76,43,85,96,4.7,5,0
ECE,Offline,No,70,82,75,56,7.7,0,1
CSE,Offline,No,79,71,44,84,5.4,0,1
ECE,Hybrid,No,74,63,25,50,4.9,3,0
ME,Hybrid,Yes,57,57,54,83,8.9,2,1
ECE,Hybrid,No,95,39,49,87,4.6,3,0
ECE,Online,No,97,35,47,44,6.9,5,0
